;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist
1145;Krowodrza Kazimierza Wielkiego Duże Mieszkanie;Kraków , Krowodrza, Łobzów;5 pokoi;650000.0;103.7;6268.0;https://www.otodom.pl/oferta/krowodrza-kazimierza-wielkiego-duze-mieszkanie-ID3PYfm.html#414bc0acc3;2020-02-05 18:36:24.480414;Kazimierza;Kraków, Kraków , Krowodrza, Łobzów, Kazimierza;Kazimierza Wielkiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-058, Polska;(50.0745032, 19.9105106, 0.0);50.0745032;19.9105106;0.0;POINT (565132.7017409824 245646.5172381932);2471;2540.5940724370957;45.75037666781249
1149;ul. Chełmońskiego, 2 pokoje taras ogródek piwnica;Kraków , Prądnik Biały, Bronowice Wielkie;2 pokoje;479000.0;55.55;8623.0;https://www.otodom.pl/oferta/ul-chelmonskiego-2-pokoje-taras-ogrodek-piwnica-ID44eLx.html#5c33b7fa5e;2020-02-05 18:36:25.274836;Chełmońskiego;Kraków, Kraków , Prądnik Biały, Bronowice Wielkie, Chełmońskiego;Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-348, Polska;(50.0970811, 19.8942649, 0.0);50.0970811;19.8942649;0.0;POINT (563940.5492672679 248142.0244571455);5083;5180.239215701006;1776.1603844935773
1152;Złota Podkowa 3pokoje dodatkowo miejsce parkingowe;Kraków , Bronowice, Bronowice Małe;3 pokoje;440000.0;48.28;9114.0;https://www.otodom.pl/oferta/zlota-podkowa-3pokoje-dodatkowo-miejsce-parkingowe-ID41kHX.html#5c33b7fa5e;2020-02-05 18:36:25.274836;Złota;Kraków, Kraków , Bronowice, Bronowice Małe, Złota;Osiedle Złota Podkowa, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-352, Polska;(50.0860343, 19.8799215, 0.0);50.0860343;19.8799215;0.0;POINT (562929.4664006247 246901.9836059324);4993;4384.52316982626;491.12094771060566
1153;Mieszkanie Stare Miasto Okolica Ul. Piłsudskiego;Kraków , Stare Miasto;6 pokoi;1850000.0;122.0;15164.0;https://www.otodom.pl/oferta/mieszkanie-stare-miasto-okolica-ul-pilsudskiego-ID41nc9.html#5c33b7fa5e;2020-02-05 18:36:25.274836;Piłsudskiego;Kraków, Kraków , Stare Miasto, Piłsudskiego;Sarkofag Marszałka Józefa Piłsudskiego, 1, Zamek Królewski na Wawelu, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0545167, 19.9352318, 0.0);50.0545167;19.9352318;0.0;POINT (566928.8937393998 243446.8660251051);748;190.05982379237534;297.81372711512455
1154;Starowiślna, Wawrzyńca Krakowski Kazimierz;Kraków , Stare Miasto, Kazimierz;2 pokoje;599000.0;65.1;9201.0;https://www.otodom.pl/oferta/starowislna-wawrzynca-krakowski-kazimierz-ID424oO.html#5c33b7fa5e;2020-02-05 18:36:25.274836;Starowiślna;Kraków, Kraków , Stare Miasto, Kazimierz, Starowiślna;Starowiślna, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-038, Polska;(50.0560672, 19.9457877, 0.0);50.0560672;19.9457877;0.0;POINT (567682.1226694608 243628.7109473413);781;861.0404787494102;113.87371199977093
1155;Dietla Możliwe 3 Garsoniery !;Kraków , Stare Miasto;3 pokoje;747000.0;84.47;8843.0;https://www.otodom.pl/oferta/dietla-mozliwe-3-garsoniery-ID41WNh.html#5c33b7fa5e;2020-02-05 18:36:25.274836;Dietla;Kraków, Kraków , Stare Miasto, Dietla;Pomnik Józefa Dietla, Franciszkańska, Stare Miasto, Kraków, województwo małopolskie, 31-004, Polska;(50.059086, 19.936759, 0.0);50.059086;19.936759;0.0;POINT (567031.8177884414 243956.1112772496);231;592.0162005099063;62.50988653338543
1156;2-pokojowe Wrocławska super lokalizacja;Kraków , Krowodrza;2 pokoje;435000.0;42.0;10357.0;https://www.otodom.pl/oferta/2-pokojowe-wroclawska-super-lokalizacja-ID44w9T.html#5c33b7fa5e;2020-02-05 18:36:25.274836;Wrocławska;Kraków, Kraków , Krowodrza, Wrocławska;Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-006, Polska;(50.0764315, 19.9281731, 0.0);50.0764315;19.9281731;0.0;POINT (566393.4934839678 245876.3961282093);1854;2380.093199058222;680.2580438562595
1160;Ruczaj Dwupoziomowe 3 pokoje balkon taras piwnica;Kraków , Dębniki, Ruczaj;3 pokoje;720000.0;80.0;9000.0;https://www.otodom.pl/oferta/ruczaj-dwupoziomowe-3-pokoje-balkon-taras-piwnica-ID4346I.html#5c33b7fa5e;2020-02-05 18:36:25.275835;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1162;Mieszkanie, 60 m², Kraków;Kraków , Dębniki, Ruczaj;3 pokoje;459000.0;60.0;7650.0;https://www.otodom.pl/oferta/mieszkanie-60-m-krakow-ID44w9G.html#5c33b7fa5e;2020-02-05 18:36:25.276174;"""Kraków""";"Kraków, Kraków , Dębniki, Ruczaj, ""Kraków""";Przychodnia NZOZ Kraków - Południe, Zachodnia, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-350, Polska;(50.0260635, 19.9047378, 0.0);50.0260635;19.9047378;0.0;POINT (564784.9356098109 240257.4394052504);4553;1469.4491897048651;102.0717319047882
1163;Bonarka! 6 pokoi balkon piwnica pod inwestycję;Kraków , Podgórze Duchackie, Wola Duchacka;6 pokoi;639000.0;84.0;7607.0;https://www.otodom.pl/oferta/bonarka-6-pokoi-balkon-piwnica-pod-inwestycje-ID43nVU.html#5c33b7fa5e;2020-02-05 18:36:25.276174;Bonarka;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Bonarka;Bonarka, Bonarka City Center, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.02881094999999, 19.953975973958336, 0.0);50.02881094999999;19.953975973958336;0.0;POINT (568306.7476097146 240606.6451572897);3757;1891.3367690277382;1206.9615241222787
1164;Wola Justowska 3 pokoje taras miejsce postojowe;Kraków , Zwierzyniec, Wola Justowska;3 pokoje;1100000.0;84.27;13053.0;https://www.otodom.pl/oferta/wola-justowska-3-pokoje-taras-miejsce-postojowe-ID43Cyq.html#5c33b7fa5e;2020-02-05 18:36:25.276174;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031);4332;2372.3366226292233;1855.6753774539895
1171;Super cena! Bez Podatku Pcc! Prądnik Biały!;Kraków , Prądnik Biały;2 pokoje;330000.0;35.0;9429.0;https://www.otodom.pl/oferta/super-cena-bez-podatku-pcc-pradnik-bialy-ID44w7B.html#5c33b7fa5e;2020-02-05 18:36:25.277171;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345
1172;Bez Podatku Pcc! 2 Pok! Prądnik Biały!;Kraków , Prądnik Biały;2 pokoje;329990.0;35.0;9428.0;https://www.otodom.pl/oferta/bez-podatku-pcc-2-pok-pradnik-bialy-ID44w7z.html#5c33b7fa5e;2020-02-05 18:36:25.277171;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345
1174;2 pok!Bez podatku Pcc! Prądnik Biały!;Kraków , Prądnik Biały;2 pokoje;329990.0;34.74;9499.0;https://www.otodom.pl/oferta/2-pok-bez-podatku-pcc-pradnik-bialy-ID44w7y.html#5c33b7fa5e;2020-02-05 18:36:25.278202;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345
1175;Ustawna Kawalerka - Aleja 29 Listopada;Kraków , Prądnik Czerwony;1 pokój;420000.0;31.9;13166.0;https://www.otodom.pl/oferta/ustawna-kawalerka-aleja-29-listopada-ID44w7v.html#5c33b7fa5e;2020-02-05 18:36:25.278202;Listopada;Kraków, Kraków , Prądnik Czerwony, Listopada;Aleja 29 Listopada, Rogatka Warszawska, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska;(50.0859053, 19.9543585, 0.0);50.0859053;19.9543585;0.0;POINT (568253.087667641 246953.0098674837);3005;3617.4343964017844;1311.6465263999553
1176;Atrakcyjne mieszkanie Stare Dębniki;Kraków , Dębniki, Stare Dębniki;2 pokoje;608600.0;34.0;17900.0;https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-stare-debniki-ID44tL5.html#5ad8f2c5e0;2020-02-05 18:36:25.997074;Dębnicki;Kraków, Kraków , Dębniki, Stare Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743
1178;Sprzedam 30m2, Krowodrza, ul. Żabiniec;Kraków , Krowodrza;1 pokój;315000.0;30.0;10500.0;https://www.otodom.pl/oferta/sprzedam-30m2-krowodrza-ul-zabiniec-ID4405z.html#5ad8f2c5e0;2020-02-05 18:36:25.997074;Żabiniec;Kraków, Kraków , Krowodrza, Żabiniec;Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska;(50.0851745, 19.9473248, 0.0);50.0851745;19.9473248;0.0;POINT (567751.0951210554 246865.3778822608);2769;3550.730224797943;837.9336980038183
1181;Chełmońskiego | Odświeżone - gotowe ! | 2 pokoje;Kraków , Bronowice;2 pokoje;439000.0;51.2;8574.0;https://www.otodom.pl/oferta/chelmonskiego-odswiezone-gotowe-2-pokoje-ID44w6l.html#5ad8f2c5e0;2020-02-05 18:36:25.997074;Chełmońskiego;Kraków, Kraków , Bronowice, Chełmońskiego;Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-348, Polska;(50.0970811, 19.8942649, 0.0);50.0970811;19.8942649;0.0;POINT (563940.5492672679 248142.0244571455);5083;5180.239215701006;1776.1603844935773
1183;Prądnik Czerwony 2 pokoje po remoncie , właściciel;Kraków , Prądnik Czerwony;2 pokoje;369000.0;32.0;11531.0;https://www.otodom.pl/oferta/pradnik-czerwony-2-pokoje-po-remoncie-wlasciciel-ID44it5.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.98679355896063;0.0;POINT (570561.7860403393 247810.2744327188);5006;3677.959506270913;707.4642569888396
1189;Ruczaj 2-3 pokoje z ogródkiem, stan deweloperski;Kraków , Dębniki, Ruczaj;2 pokoje;417000.0;50.85;8201.0;https://www.otodom.pl/oferta/ruczaj-2-3-pokoje-z-ogrodkiem-stan-deweloperski-ID448wT.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1193;Prądnik Biały 2-Pokojowe Taras, Komórka Lok.;Kraków , Prądnik Biały;2 pokoje;315000.0;32.35;9737.0;https://www.otodom.pl/oferta/pradnik-bialy-2-pokojowe-taras-komorka-lok-ID44d3N.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345
1196;Borek Ruczaj 3 pokoje + m. postojowe + komórka;Kraków , Dębniki, Ruczaj;3 pokoje;614000.0;67.89;9044.0;https://www.otodom.pl/oferta/borek-ruczaj-3-pokoje-m-postojowe-komorka-ID44lYa.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1200;Borek Ruczaj 3 pokoje balkon miejsce postojowe;Kraków , Dębniki, Ruczaj;3 pokoje;489000.0;59.77;8181.0;https://www.otodom.pl/oferta/borek-ruczaj-3-pokoje-balkon-miejsce-postojowe-ID44j9l.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1201;SPRZEDAŻ mieszkania 47m2 (Żywiecka) BEZPOŚREDNIO;Kraków , Łagiewniki-Borek Fałęcki, Borek Fałęcki;2 pokoje;373000.0;47.0;7936.0;https://www.otodom.pl/oferta/sprzedaz-mieszkania-47m2-zywiecka-bezposrednio-ID43HTR.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Żywiecka;Kraków, Kraków , Łagiewniki-Borek Fałęcki, Borek Fałęcki, Żywiecka;Żywiecka, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska;(50.0144002, 19.9186276, 0.0);50.0144002;19.9186276;0.0;POINT (565795.4463761736 238973.2027133685);5363;3066.6086770287006;583.8993711351666
1202;Nowy, urządzony apartament na 14 piętrze;Kraków , Grzegórzki;2 pokoje;598510.0;54.41;11000.0;https://www.otodom.pl/oferta/nowy-urzadzony-apartament-na-14-pietrze-ID44w3s.html#5ad8f2c5e0;2020-02-05 18:36:26.001117;Nowy;Kraków, Kraków , Grzegórzki, Nowy;Grzegórzki, Kraków, województwo małopolskie, Polska;(50.06497215, 19.968825516425383, 0.0);50.06497215;19.968825516425383;0.0;POINT (569317.8861738365 244639.6125098886);2244;1220.1694023108053;174.1599643319048
1206;Mieszkanie 3 Pokojowe, Ruczaj Ul. Obozowa;Kraków , Dębniki, Ruczaj;3 pokoje;460000.0;61.0;7541.0;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-ruczaj-ul-obozowa-ID44p1I.html#a444703eac;2020-02-05 18:36:26.903790;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1210;Prokocim 1 pokój oddzielna kuchnia balkon piwnica;Kraków , Bieżanów-Prokocim;1 pokój;285000.0;32.1;8879.0;https://www.otodom.pl/oferta/prokocim-1-pokoj-oddzielna-kuchnia-balkon-piwnica-ID44520.html#a444703eac;2020-02-05 18:36:26.906600;Prokocimia;Kraków, Kraków , Bieżanów-Prokocim, Prokocimia;Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-815, Polska;(50.0226748, 19.9921741, 0.0);50.0226748;19.9921741;0.0;POINT (571050.8213306962 239960.2205082783);5756;2781.79056032387;466.97444223519176
1213;Apartament 54m2 - balkon + garaż - Wola Justowska;Kraków , Zwierzyniec, Wola Justowska;2 pokoje;540000.0;54.25;9954.0;https://www.otodom.pl/oferta/apartament-54m2-balkon-garaz-wola-justowska-ID44w2X.html#a444703eac;2020-02-05 18:36:26.907598;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031);4332;2372.3366226292233;1855.6753774539895
1217;Wykończone mieszkanie aleja Pokoju 44 mkw;Kraków , Grzegórzki, Dąbie;2 pokoje;475376.0;44.0;10804.0;https://www.otodom.pl/oferta/wykonczone-mieszkanie-aleja-pokoju-44-mkw-ID43xr9.html#a444703eac;2020-02-05 18:36:26.908135;Pokoju;Kraków, Kraków , Grzegórzki, Dąbie, Pokoju;Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-564, Polska;(50.0620982, 19.9822147, 0.0);50.0620982;19.9822147;0.0;POINT (570280.0433787084 244332.6816486893);3159;305.1240567418037;161.7670356465374
1218;Piękne i przestronne 3 pokoje przy ul.Stańczyka;Kraków , Bronowice, Bronowice Małe;3 pokoje;749000.0;79.32;9443.0;https://www.otodom.pl/oferta/piekne-i-przestronne-3-pokoje-przy-ul-stanczyka-ID43C0Y.html#a444703eac;2020-02-05 18:36:26.908135;Stańczyka;Kraków, Kraków , Bronowice, Bronowice Małe, Stańczyka;Stańczyka, Future City, Bronowice, Kraków, województwo małopolskie, 30-126, Polska;(50.078487, 19.8941722, 0.0);50.078487;19.8941722;0.0;POINT (563958.6630885233 246075.2012641681);3683;3195.7657253601424;201.7905800485491
1221;Nowoczesne 3- pokojowe mieszkanie ul Beskidzka;Kraków , Podgórze Duchackie, Wola Duchacka;3 pokoje;495000.0;50.0;9900.0;https://www.otodom.pl/oferta/nowoczesne-3-pokojowe-mieszkanie-ul-beskidzka-ID44aQy.html#a444703eac;2020-02-05 18:36:26.909133;Beskidzka;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Beskidzka;Beskidzka, Wola Duchacka Zachód, Podgórze Duchackie, Kraków, województwo małopolskie, 30-612, Polska;(50.0151835, 19.9502237, 0.0);50.0151835;19.9502237;0.0;POINT (568057.332112341 239088.5462495741);5169;3289.587926083607;176.63049236007
1222;Mieszkanie z widokiem na ogród przy Nowym Kleparzu;Kraków , Stare Miasto;2 pokoje;470000.0;48.48;9695.0;https://www.otodom.pl/oferta/mieszkanie-z-widokiem-na-ogrod-przy-nowym-kleparzu-ID43acH.html#a444703eac;2020-02-05 18:36:26.909133;Nowy;Kraków, Kraków , Stare Miasto, Nowy;Nowa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0513005, 19.9446896, 0.0);50.0513005;19.9446896;0.0;POINT (567610.2397889454 243097.9001441952);1180;503.69513821420486;170.9268995290848
1225;Stare Miasto, ul. Podwale;Kraków , Stare Miasto;2 pokoje;1290000.0;68.0;18971.0;https://www.otodom.pl/oferta/stare-miasto-ul-podwale-ID44m7k.html#a444703eac;2020-02-05 18:36:26.909133;Podwale;Kraków, Kraków , Stare Miasto, Podwale;Podwale, Stare Miasto, Kraków, województwo małopolskie, 31-113, Polska;(50.0624788, 19.9319823, 0.0);50.0624788;19.9319823;0.0;POINT (566685.3123566043 244328.9462944614);460;834.0005139799374;77.93740901508296
1226;3 pok. ul. Loretańska - Stare Miasto do negocjacji;Kraków , Stare Miasto;3 pokoje;948000.0;92.18;10284.0;https://www.otodom.pl/oferta/3-pok-ul-loretanska-stare-miasto-do-negocjacji-ID44bLa.html#a444703eac;2020-02-05 18:36:26.909133;Loretańska;Kraków, Kraków , Stare Miasto, Loretańska;Loretańska, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-116, Polska;(50.0620293, 19.9304369, 0.0);50.0620293;19.9304369;0.0;POINT (566575.3595488591 244277.6063719196);552;776.0158387436751;192.216943800348
1230;2 pokoje 52m2 osobna kuchnia Nowa Huta Krakowiaków;Kraków , Nowa Huta;2 pokoje;335000.0;52.0;6442.0;https://www.otodom.pl/oferta/2-pokoje-52m2-osobna-kuchnia-nowa-huta-krakowiakow-ID44tIU.html#37a2d04635;2020-02-05 18:36:27.935357;Krakowiaków;Kraków, Kraków , Nowa Huta, Krakowiaków;Osiedle Krakowiaków, Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0829927, 20.0378038, 0.0);50.0829927;20.0378038;0.0;POINT (574225.2534001479 246708.8584379833);7531;3008.185891162457;215.81767963420768
1232;4 Pokoje 135m2 + Taras | Stare Miasto | Krupnicza;Kraków , Stare Miasto;4 pokoje;3200000.0;135.0;23704.0;https://www.otodom.pl/oferta/4-pokoje-135m2-taras-stare-miasto-krupnicza-ID43gf4.html#37a2d04635;2020-02-05 18:36:27.938068;Krupnicza;Kraków, Kraków , Stare Miasto, Krupnicza;Krupnicza, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-123, Polska;(50.0635064, 19.9315703, 0.0);50.0635064;19.9315703;0.0;POINT (566654.4093077886 244442.7962662578);537;945.2142055386947;79.07078313984611
1235;Czyżewskiego | Krowodrza | 63m2 | 3 Pok |;Kraków , Krowodrza;3 pokoje;680000.0;63.0;10794.0;https://www.otodom.pl/oferta/czyzewskiego-krowodrza-63m2-3-pok-ID44w0s.html#37a2d04635;2020-02-05 18:36:27.939118;Czyżewskiego;Kraków, Kraków , Krowodrza, Czyżewskiego;Tytusa Czyżewskiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-316, Polska;(50.0813934, 19.9118111, 0.0);50.0813934;19.9118111;0.0;POINT (565216.3828518249 246413.4992375178);2939;3189.9269164688053;745.9652777283244
1242;2 pok. | Powstańców | Prądnik Czerwony;Kraków , Prądnik Czerwony;2 pokoje;439000.0;46.0;9543.0;https://www.otodom.pl/oferta/2-pok-powstancow-pradnik-czerwony-ID44uXN.html#37a2d04635;2020-02-05 18:36:27.940064;Powstańców;Kraków, Kraków , Prądnik Czerwony, Powstańców;Powstańców, Prądnik Czerwony, Kraków, województwo małopolskie, 31-422, Polska;(50.098263, 19.9735052, 0.0);50.098263;19.9735052;0.0;POINT (569604.4801879359 248344.2411875119);4857;4325.164933682587;1670.112918078056
1245;Luksusowy apartament, Wiślane tarasy 2.0!;Kraków , Grzegórzki;2 pokoje;970000.0;53.57;18107.0;https://www.otodom.pl/oferta/luksusowy-apartament-wislane-tarasy-2-0-ID44uWh.html#37a2d04635;2020-02-05 18:36:27.940064;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423);5368;859.5381344545566;289.27065938745534
1247;Mieszkanie, 81 m², Kraków;Kraków , Krowodrza;4 pokoje;750000.0;81.0;9259.0;https://www.otodom.pl/oferta/mieszkanie-81-m-krakow-ID44uUl.html#37a2d04635;2020-02-05 18:36:27.940064;"""Kraków""";"Kraków, Kraków , Krowodrza, ""Kraków""";Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska;(50.0707757, 19.9248071, 0.0);50.0707757;19.9248071;0.0;POINT (566160.5045714349 245244.7674069256);1438;1786.5194731970412;152.81512099634932
1249;Mieszkanie, 50,46 m², Kraków;Kraków , Podgórze;3 pokoje;510000.0;50.46;10107.0;https://www.otodom.pl/oferta/mieszkanie-50-46-m-krakow-ID44uUi.html#37a2d04635;2020-02-05 18:36:27.940064;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132);3976;1929.7407419703036;161.26094241811987
1250;Oddane do użytkowania! 4 pokoje, Bulwary Wiślane;Kraków , Dębniki;4 pokoje;886600.0;77.09;11501.0;https://www.otodom.pl/oferta/oddane-do-uzytkowania-4-pokoje-bulwary-wislane-ID44gQC.html#37a2d04635;2020-02-05 18:36:27.940064;Wiślana;Kraków, Kraków , Dębniki, Wiślana;ROD Wiślana Dolina, Zwierzyniec, Kraków, województwo małopolskie, Polska;(50.042977300000004, 19.87994362229826, 0.0);50.042977300000004;19.87994362229826;0.0;POINT (562987.4102016877 242116.2100363402);4604;336.8422063634428;2539.129427357809
1252;Nowe, w pełni wyposażone mieszkanie! Lea!;Kraków , Krowodrza;2 pokoje;550000.0;46.0;11957.0;https://www.otodom.pl/oferta/nowe-w-pelni-wyposazone-mieszkanie-lea-ID44lGH.html#37a2d04635;2020-02-05 18:36:27.940064;Nowe;Kraków, Kraków , Krowodrza, Nowe;Krowodrza, Kraków, województwo małopolskie, Polska;(50.07087985, 19.91656311814478, 0.0);50.07087985;19.91656311814478;0.0;POINT (565570.5986755791 245249.0758080687);1884;1982.4215146784118;223.32752733081585
1253;Wadowicka Kawalerka Cesja 27 m2 17,15 m2 Ogródek;Kraków , Podgórze;1 pokój;288300.0;27.46;10499.0;https://www.otodom.pl/oferta/wadowicka-kawalerka-cesja-27-m2-17-15-m2-ogrodek-ID43cbH.html#37a2d04635;2020-02-05 18:36:27.940064;Wadowicka;Kraków, Kraków , Podgórze, Wadowicka;Wadowicka, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-415, Polska;(50.0350632, 19.9397264, 0.0);50.0350632;19.9397264;0.0;POINT (567277.7271268149 241288.6550673964);2887;1031.5976338585542;97.27661283788728
1255;55M2 Oddane Do Użytkowana Nowa Inwestycja Ruczaj;Kraków , Dębniki, Ruczaj;2 pokoje;447664.0;55.36;8086.0;https://www.otodom.pl/oferta/55m2-oddane-do-uzytkowana-nowa-inwestycja-ruczaj-ID43ZeG.html#37a2d04635;2020-02-05 18:36:27.940064;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163
1259;Mieszkanie, 62,49 m², Kraków;Kraków , Śródmieście;2 pokoje;687000.0;62.49;10994.0;https://www.otodom.pl/oferta/mieszkanie-62-49-m-krakow-ID448Cs.html#e31c70b131;2020-02-05 18:36:28.865935;"""Kraków""";"Kraków, Kraków , Śródmieście, ""Kraków""";Kraków Zabłocie, Kącik, Podgórze, Kraków, województwo małopolskie, 30-549, Polska;(50.0481266, 19.9574154, 0.0);50.0481266;19.9574154;0.0;POINT (568525.5140003945 242756.713414114);1993;239.79951319406464;232.14562617444176
